Feature	Intercept_mean	protein_eaten_mean	Intercept_std	protein_eaten_std	Intercept_hdi	protein_eaten_hdi
92f000f936d3f349c5e7719a5edc5078	-7.322439560000003	0.00021001204427000027	0.16047898511987926	0.0018805949504736037	(-7.64676, -7.04405)	(-0.00319566, 0.00382528)
6509bd0f539df985ac2f40c335cdb999	-8.616277549999978	0.001243746297275	0.33690862840612645	0.00393746493446592	(-9.1813, -7.9639)	(-0.00562229, 0.00842288)
c4f9ef34bd2919511069f409c25de6f1	-4.655790805000003	-0.0005124858075300013	0.40507304504373254	0.004715970216319403	(-5.42703, -3.89868)	(-0.0099316, 0.0078737)
74923f4bbde849e27fc4eda25d757e2a	-8.101386199999999	-0.00376456875136	0.4065439537879763	0.004774993012982538	(-8.88661, -7.37571)	(-0.0118607, 0.00567544)
3edf7e19ca2ce44d4d3daa243e8725f7	-9.20283938000001	-0.00439155288530999	0.2634802801776929	0.0030981142307056017	(-9.66233, -8.69388)	(-0.0102047, 0.0012672)
ebab7cfc7858bfb00c486bba21d6ca6d	-6.091044125000007	0.005345014145819999	0.31621146237689485	0.0037240907305107402	(-6.66041, -5.49812)	(-0.00195537, 0.0119891)
8937656c16c20701c107e715bad86732	-3.604252919999997	0.004502216612124999	0.2456283161839725	0.0028560755829554747	(-4.0426, -3.12443)	(-0.000821158, 0.00992717)
6a6880faba39965be0e4b7d88966d1c9	-6.288110664999992	-0.0007546612252831079	0.2970733845979942	0.0035082058048843926	(-6.82339, -5.74873)	(-0.00757763, 0.0052716)
85c05d873041801d03eed489230b23f6	-8.166718684999994	0.000858299012647001	0.1979174577055314	0.00230016664405862	(-8.52774, -7.79387)	(-0.00341534, 0.00517542)
6d8fe4ac153ead767024e041ff1f0ec6	-8.655808110000015	0.0038472254141899993	0.4756433657072577	0.005589868555732465	(-9.60992, -7.84333)	(-0.00580322, 0.0148871)
ed5952d1e022067b212146b9b3bc6812	-4.417483630000005	-0.003894527547684998	0.4784620005772901	0.005610977937645098	(-5.32165, -3.56091)	(-0.0136298, 0.00708635)
7029eddc845e01d613a3bbc113ebeaba	-6.747730960000001	0.002901965299505002	0.26109120721134665	0.0030342211531271548	(-7.25531, -6.28742)	(-0.00276722, 0.00863412)
41d23d8bc82f57b26b6896d5e2e947e8	-9.554212530000017	-0.0011065656306649978	0.33013416377936283	0.0038391917948052672	(-10.1867, -8.93989)	(-0.00838662, 0.0060159)
0021d135d4ac12982cc8abdf2b38e23f	-5.810039384999999	-0.011055247086450002	0.5514494133619794	0.006377797882038585	(-6.80823, -4.74228)	(-0.0234252, 0.000531724)
e4c0082e2ab8c9772768fc29bb86caa3	-6.7470472149999905	0.0011249171236749997	0.20158224730589194	0.0023728830489874444	(-7.14287, -6.38135)	(-0.00309206, 0.0057772)
46d8ab5615f60d7b522f3590976668be	-8.902323659999997	-0.0008671996232129991	0.20710919004308917	0.0024135666123444527	(-9.29782, -8.53096)	(-0.00557413, 0.00331635)
28bb502265419a0e86626d75a1183ce7	-8.251074634999995	-0.00047304471099999986	0.4938082401863772	0.00581434760277755	(-9.14512, -7.30648)	(-0.011249, 0.0101752)
ea3af29626a95b6c7b89d631bf1a739c	-4.879402954999995	-0.0060043284754899935	0.22796904322696548	0.002643786500685667	(-5.28505, -4.44745)	(-0.011114, -0.00138713)
94b000e59b7ac160b0416c9ab45ff0bf	-8.284704900000003	0.009701674551039997	0.4984283757924403	0.0058130970622456615	(-9.18565, -7.34493)	(-0.000683388, 0.0205437)
75878b49cacdd2ffdcea1186a43be92d	-8.476524955000002	0.005187905869159995	0.25579218609761706	0.0029448432001341314	(-8.93742, -7.99767)	(-0.000528155, 0.0104163)
aea50462b44fe88301c739b72353e16f	-9.216649940000005	0.008914237962999994	0.2380348511474663	0.0027764542266006456	(-9.63731, -8.7601)	(0.00364764, 0.0138958)
