Feature	Intercept_mean	bread_fg_eaten_mean	Intercept_std	bread_fg_eaten_std	Intercept_hdi	bread_fg_eaten_hdi
33852dc244bb69590e8e756a83bb2f4c	-9.024117114999996	-0.004008871712149995	0.19120431855014874	0.0014424679816535059	(-9.38194, -8.67254)	(-0.00663093, -0.00131729)
8f5959f21dc9ce9a281656f8d699ec07	-6.690341614999996	-0.0012866034557649977	0.16125727749296098	0.0011629089225895677	(-6.9885, -6.4002)	(-0.00335075, 0.000881683)
2086666afdd5de098b04a94247040c11	-7.595816234999996	-0.0023705484921050005	0.2081930614167406	0.001514307953796995	(-7.99955, -7.2303)	(-0.00514432, 0.00048234)
96169c3701e79f42346c41eb7b5bf2af	-9.031671669999996	-0.003484325063249996	0.17619317805553958	0.001306522716170688	(-9.35178, -8.70322)	(-0.00587036, -0.000954409)
d05c86b5bfc092d8677507fb1eae8d66	-4.831202995	-0.006969788850000008	0.2197742539393092	0.0016050008576106692	(-5.2584, -4.43758)	(-0.00982466, -0.00385453)
25dd2ae928b2e5e1ac2e28dbe2112991	-6.190386704999994	-0.0011876045359060007	0.1140745150434268	0.000827917934322933	(-6.40323, -5.97405)	(-0.00264412, 0.000406997)
cebcb0fe524fb1cf0bfb5463ae228bed	-8.772859535000011	-0.00025829596287000033	0.22603282661205154	0.0016234800549543456	(-9.18814, -8.35171)	(-0.00315687, 0.00293301)
90104f2fbcc925a6619e805c7a625c57	-8.48885212	-0.0005093983106564989	0.2052835401212324	0.0015250530943349257	(-8.86656, -8.10914)	(-0.00335508, 0.00229296)
4c2189b6b5ced3cb80093414e9449de9	-5.976540790000003	0.00023017225465900024	0.09700068228768237	0.000702682521141855	(-6.15145, -5.79637)	(-0.00108296, 0.00149656)
c4e57b91cc2be5a2232b3612abdf4c0c	-8.250788794999997	0.0012892839289077014	0.374684386708464	0.0028142025978328674	(-8.98518, -7.57142)	(-0.00426769, 0.00625956)
1600415004247da005dd77bd44c633d9	-7.939058294999998	-0.0005294736235729999	0.11935475607843596	0.0008663755747436191	(-8.15532, -7.71572)	(-0.00221344, 0.00104414)
3b092a59cd0e2d57483420cc994ec49c	-5.6698957549999935	-0.00011295304595600003	0.16603659435416626	0.0012039391835728583	(-5.96206, -5.35355)	(-0.00236271, 0.00208868)
2c5c5d710e1b9229efa72f98ca7b4e71	-8.496234665000001	-0.00268286714606	0.29869926529770335	0.0022146353610425873	(-9.02913, -7.89672)	(-0.0070402, 0.00125762)
db093685d2f3295cfa4da0a44d3d9ad0	-7.936527364999999	-0.0009449948102450009	0.16901635167671436	0.0012283974287211291	(-8.26967, -7.62926)	(-0.0031784, 0.00137417)
63a2de21003c952fd04b694d8444e66f	-7.049840369999997	-0.00046251630994750007	0.1958865277474769	0.0014257201160086906	(-7.46699, -6.71883)	(-0.00298428, 0.00225652)
59196a586276f0be745d0e334fc071c6	-3.5047352799999993	0.0008809620802474987	0.07320521290810923	0.0005363256452088485	(-3.64165, -3.37217)	(-0.000107144, 0.00189359)
8507091bac6b1be88f3d360d6d535d0e	-7.917346429999985	-0.0011275706326899983	0.11378746982095665	0.0008253364087856829	(-8.12812, -7.7091)	(-0.00255937, 0.000524829)
8f649d1053a0ead08b37f8e06fbb2818	-8.218727515000005	-0.0013361844260650014	0.14153336661746868	0.0010370365080879232	(-8.48592, -7.94631)	(-0.00327108, 0.000673164)
