Feature	Intercept_mean	coffee_fg_eaten_mean	Intercept_std	coffee_fg_eaten_std	Intercept_hdi	coffee_fg_eaten_hdi
56c3d1a8e4dc5c2aa7afbc1563559448	-7.571592735000012	0.0005246095575565005	0.19373954255202974	0.0009033175873899371	(-7.90194, -7.1875)	(-0.00116584, 0.00225179)
de61860db8d93da85692dffb5cf32ab9	-5.063430849999999	-0.00011351824133850001	0.14593045342414826	0.0006670710438482508	(-5.31915, -4.77722)	(-0.00138257, 0.00105472)
5c02713fbed5c1964b4410d9f8166555	-6.045326829999997	-0.00027661456975749965	0.061729532942110456	0.0002749314346245414	(-6.15924, -5.93078)	(-0.000826794, 0.000200239)
12bb0c9249480c4cec2cc9f692018806	-8.33147565500001	-0.00029371052577150037	0.07522320330636664	0.00034978792494900183	(-8.47914, -8.20103)	(-0.000978173, 0.000321632)
b10627ff6db16c65eed2f21380dd700f	-6.271473860000004	0.0008703705180039992	0.17543932508363208	0.0008051309800314977	(-6.55916, -5.91715)	(-0.000555129, 0.00239619)
3f5f0d10bd5495e2c89d229c508dcdec	-7.030580455000002	-9.470363317450013e-05	0.12431814046446711	0.0005565619955735756	(-7.27616, -6.80315)	(-0.00117486, 0.000914267)
de6891b6f7a1f35bd9ccbc058b9e1a77	-6.545678590000009	-0.0001620419868136999	0.044257637752278395	0.00020726057154110328	(-6.62365, -6.45431)	(-0.000523999, 0.000245399)
828c563319c7cee475b9b8ab6a0a048b	-7.3993902500000095	-0.00016623409012255048	0.07126044295496275	0.00032239431577237503	(-7.54025, -7.27753)	(-0.000752241, 0.000465577)
6a129e8ae637c96e7bb56223913911f7	-6.0185702100000045	9.670867185550013e-05	0.08951626800786498	0.0003979586362274743	(-6.21116, -5.8691)	(-0.000639732, 0.000896218)
1527fd8b14037f53b8edb26b111e1f72	-5.844464590000005	0.0001941784338511998	0.06398098140488236	0.00026829167651915345	(-5.96379, -5.73111)	(-0.000322895, 0.000681963)
b3d06445a910a9a444919e41f5da39c3	-9.964953740000038	9.971797863164897e-06	0.11778836425645957	0.0005549739636670119	(-10.1674, -9.74178)	(-0.000963857, 0.0011288)
992072d045462445dc239b35300af2cc	-3.8145857600000013	2.175777041999998e-05	0.18245766335844174	0.0007838170712934787	(-4.12961, -3.44477)	(-0.00139618, 0.00151979)
2403a466dd6d1e4f551d80394c2aa994	-7.058309174999997	0.0004983822552448012	0.21368399773887908	0.0009788021750229776	(-7.46406, -6.68297)	(-0.00114499, 0.00247301)
cae14798faeabb8e1b8840e712839921	-7.156484055000004	-0.0002835260223684998	0.12171695887511726	0.0005220160304533858	(-7.38852, -6.9494)	(-0.00122085, 0.00072241)
4311a44a7d56ce4086afad3e75bedd6e	-8.05525906999998	-0.00048075430280949987	0.0954324231078468	0.00043347532063764735	(-8.21266, -7.87084)	(-0.00126572, 0.000314231)
ab153c3e19553cead3d76fb9e00684c2	-6.958334414999998	0.00032345384473499877	0.15665781255672437	0.0007430847668867599	(-7.25203, -6.67598)	(-0.0010337, 0.00173021)
fc1856f132cd513b1251fa39ad4ccd01	-8.064230675000003	-7.989313845789997e-05	0.05905256367588434	0.00027292508871052046	(-8.17112, -7.95247)	(-0.000563887, 0.000465892)
8ef31508d9a2fc6f83935de5607a686c	-7.361408550000013	0.00034815200028334974	0.2033930621075792	0.0008918640713046496	(-7.75052, -6.9805)	(-0.00120328, 0.00210314)
21ce8465657612a85e2f89e74d285ce1	-10.217409394999986	0.0003936479467009992	0.12703859338753706	0.0005499575533575676	(-10.4424, -9.97062)	(-0.000630241, 0.00140109)
69d052e452e79d571cba042af265d50c	-4.946626619999995	-0.0009715153566538005	0.15231524329519888	0.0006758837904866583	(-5.24661, -4.66924)	(-0.0021815, 0.00037792)
79d5bee84cddbb27acb4dd7df378c789	-7.225347459999986	-0.0004063524092205006	0.128684653162094	0.000562839938058871	(-7.46485, -6.99463)	(-0.00146953, 0.000613165)
0f0a1f8c92368be6e8d3145bd4e94cd1	-5.090740545	-0.0006359823169639996	0.10660810097245406	0.00047106621088047434	(-5.27356, -4.88986)	(-0.00149751, 0.000250356)
64d05989cb6f8053633b2127793200b3	-7.381578954999998	-0.00030534402740700026	0.07907924633592546	0.00035582372108855964	(-7.52693, -7.23121)	(-0.000935702, 0.000413794)
bac3d8ea4685e825ef8d12b2a6979577	-7.439502269999995	-7.163125211320018e-05	0.16818842752444985	0.0007532266910682973	(-7.72113, -7.1199)	(-0.00141444, 0.00133714)
a8d23fd98a311df2db65e5842634aba3	-7.209276524999992	-0.00022529725676795028	0.06680488481371986	0.0003016268373613462	(-7.33831, -7.08814)	(-0.000798647, 0.000326056)
41239266f2952a56a313fc4798f28a1c	-6.815076754999987	-7.645262050950014e-05	0.08706686127408052	0.00038519717095517866	(-6.96445, -6.63874)	(-0.000725206, 0.000693339)
2b982979f2401a8bc447d7141879e9b2	-3.8884203299999998	9.26022056035499e-05	0.040839687460742145	0.00018421907531796685	(-3.96725, -3.81695)	(-0.000244093, 0.0004546)
251429848560a80abcb96640ceb102db	-5.37450186	8.940522171000011e-06	0.07799160979644158	0.0003564334761760248	(-5.52559, -5.2354)	(-0.000683067, 0.000660203)
7b34b797cadb639f63827c6d332dd4e9	-8.084342794999996	-0.0006639481891749984	0.08729494194933628	0.00038684716011153547	(-8.25734, -7.93754)	(-0.00141388, 3.6792e-05)
2a99ec1157a90661db7ff643b82f1914	-6.466277160000002	0.00040996754543000033	0.2237756989246922	0.0010663912098152295	(-6.86576, -6.06312)	(-0.00153832, 0.00247592)
2a7f11895ae7fe9fdffa52016207c561	-5.968829764999982	-0.00014907300921204996	0.09913600878184878	0.00047167419516273883	(-6.14765, -5.78796)	(-0.00101613, 0.000733612)
0cfd41d10227f0de9092d5cda028c12d	-8.609709299999997	7.072267170149994e-05	0.08649717275674396	0.0003799995059889809	(-8.7738, -8.45702)	(-0.000597644, 0.000801134)
a9387e76477da8688775569cf540191b	-5.867259764999997	-0.001158726474100499	0.12266699705908983	0.0005524477697950082	(-6.09376, -5.64518)	(-0.00218418, -0.000145069)
bb769f42c78f86faa2801cb2c2abb8dc	-8.655783170000012	0.00025137571976750013	0.12894450146226136	0.0005628339114233327	(-8.88859, -8.39506)	(-0.000813725, 0.00134316)
68ee181a51a55ca3814763c9214cfd8a	-8.586533855000003	-0.00046713900553000044	0.10559069381195008	0.00047525761765323984	(-8.7725, -8.39276)	(-0.00139511, 0.000379111)
88956ab21ebb7e44b2dd317dd412818a	-8.470815990000002	-0.00012062310528750009	0.1121499019291587	0.0005059556820269492	(-8.70191, -8.28176)	(-0.00110294, 0.000762417)
ca9dec36ad0aa5a1473144ddcb74951d	-5.1657642300000095	3.785629902414992e-06	0.06775800601410216	0.0003060599741418082	(-5.29794, -5.04565)	(-0.000582772, 0.000552381)
ae171d16e3cb68ad19636a58839a1ef1	-8.704557315000002	-0.0015390695849449977	0.14658272739972042	0.0006444203544978945	(-8.96891, -8.41603)	(-0.00271448, -0.00031634)
77f4d90aa6eb8080927f59ee8bbac375	-9.203975445000001	0.0001906025384373495	0.07831173643459811	0.00034434271259714766	(-9.34911, -9.05823)	(-0.000484205, 0.000816207)
a7b427a226422d10e62536b8d41e02fe	-8.102038170000002	-0.00027577648826550044	0.17080066306209438	0.000790103983503676	(-8.4005, -7.77157)	(-0.00173894, 0.00120919)
2480f3aa1e7784b461d9b5b83a6bfc81	-8.145077630000003	0.0011519250055249996	0.11268876114627897	0.0004928028905258305	(-8.38413, -7.94078)	(0.000266007, 0.00209979)
9000b563231e32a7003bf2ef20bf9a60	-7.438471960000013	7.067098276549993e-05	0.08446132266107603	0.0003551785096006376	(-7.60638, -7.2945)	(-0.000629117, 0.000723488)
a186bb74dfce512f83043f7b366c60c4	-6.720538315000001	0.0020734002277850044	0.24781803935813607	0.0011832894691798527	(-7.19695, -6.28267)	(-3.15528e-05, 0.00454836)
aad2c8fbb5e1201340fe4357731fc9ee	-8.10762740999999	0.0006454897587345005	0.14412930621803416	0.0006577286102145869	(-8.36948, -7.8302)	(-0.000597884, 0.00186704)
490d2aec117bd7289577684ba3cc1b64	-6.845189594999994	2.6421934288999972e-05	0.13758718135017522	0.0006054995098455782	(-7.10006, -6.58927)	(-0.00114364, 0.00115307)
